stock_id,name,ticker,country,currency,sector,industry,sub_industry,beta,avg_daily_volume,side,posn_shares,cost_basis_local,market_price_local
2355,equity_2355,IZE,CHE,CHF,Consumer Discretionary,Media,Broadcasting & Cable TV,0.785220594,197132,SHORT,-1003,27.44,29.56
2356,equity_2356,FPA,ITA,EUR,Consumer Discretionary,Retailing,General Merchandise Stores,1.236804676,85736,LONG,838,182.51,170.35
2357,equity_2357,FOR,HKG,HKD,Utilities,Utilities,Water Utilities,0.675776306,1768344,LONG,77165,105.9,113.86
2358,equity_2358,QUW,HKG,CNY,Consumer Discretionary,Hotels Restaurants & Leisure,Specialized Consumer Services,0.618723354,9825,SHORT,-29380,38.8,40.13
2359,equity_2359,CSQ,ITA,EUR,Consumer Discretionary,Media,Advertising,2.387888364,40920,SHORT,-4645,73.03,71.09
2360,equity_2360,PDW,GBR,GBP,Information Technology,Technology Hardware & Equipment,Semiconductors,0.596440401,10241,LONG,5696,31.96,34.29
2361,equity_2361,ZTW,RUS,USD,Industrials,Capital Goods,Industrial Conglomerates,0.857302441,36897,SHORT,-39335,41.05,43.45
2362,equity_2362,FQJ,CAN,CAD,Industrials,Capital Goods,Agricultural & Farm Machinery,0.933438122,18586,LONG,11609,207.32,209.69
2363,equity_2363,RAE,HKG,CNY,Utilities,Utilities,Gas Utilities,0.560832428,36360,LONG,25434,355.86,350.28
2364,equity_2364,RIB,ITA,EUR,Energy,Energy,Coal & Consumable Fuels,1.432550531,40872,LONG,4058,117.11,112.64
2365,equity_2365,IIY,CHE,CHF,Financials,Real Estate,Real Estate Investment Trusts,1.343270039,20448082,LONG,10816,150.7,136.68
2366,equity_2366,WHO,CHE,CHF,Information Technology,Technology Hardware & Equipment,Electronic Components,0.971576607,541,SHORT,-1389,138.11,143.04
2367,equity_2367,QZZ,DEU,EUR,Materials,Materials,Diversified Chemicals,1.343413976,27043294,LONG,2854,175.22,158.31
2368,equity_2368,XZD,JPN,JPY,Information Technology,Technology Hardware & Equipment,Electronic Manufacturing Services,1.322608965,6383,SHORT,-937,10791.26,11305.08
2369,equity_2369,KQW,DEU,USD,Consumer Discretionary,Hotels Restaurants & Leisure,Hotels Resorts & Cruise Lines,1.041663039,6477500,LONG,13803,38.51,39.77
2370,equity_2370,LIB,DEU,EUR,Industrials,Commercial Services & Supplies,Research & Consulting Service,1.627125935,9760,LONG,3595,20.49,20.22
2371,equity_2371,GWJ,NLD,EUR,Industrials,Capital Goods,Industrial Conglomerates,0.566706011,3516327,SHORT,-2487,165.66,165.56
2372,equity_2372,MPT,GBR,GBP,Consumer Staples,Food Beverage & Tobacco,Meat Poultry & Fish,1.108290737,75150,LONG,6588,68.77,73.39
2373,equity_2373,TBF,DEU,EUR,Information Technology,Technology Hardware & Equipment,Electronic Equipment Manufacturers,2.166722155,12901886,SHORT,-1540,57.4,52.69
2374,equity_2374,HWR,FRA,EUR,Materials,Materials,Construction Materials,1.114134369,2270,LONG,1547,159.03,150.38
2375,equity_2375,ZIA,BRA,BRL,Industrials,Transportation,Highways & Railtracks,1.04782936,95831417,LONG,10998,169.97,170.49
2376,equity_2376,GDZ,DEU,USD,Industrials,Transportation,Highways & Railtracks,0.535254712,580,LONG,482,138.72,149.05
2377,equity_2377,DNH,HKG,CNY,Financials,Real Estate,Real Estate Investment Trusts,2.359511254,213362,LONG,9369,915.79,904.92
2378,equity_2378,JJO,FRA,EUR,Industrials,Capital Goods,Electrical Components & Equipment,1.670887957,86002,LONG,35672,82.5,78.24
2379,equity_2379,JOG,JPN,JPY,Consumer Discretionary,Retailing,Department Stores,2.13791636,45953,SHORT,-19054,19086.5,19086.24
2380,equity_2380,VQB,FRA,EUR,Consumer Discretionary,Retailing,Computer & Electronics Retail,1.356532459,267848,LONG,15923,95.21,87.56
2381,equity_2381,ZUB,USA,USD,Consumer Discretionary,Retailing,Internet Retail,0.481179846,368671139,LONG,42433,61.1,56.86
2382,equity_2382,MQM,ESP,EUR,Utilities,Utilities,Renewable Electricity,0.747283201,130933460,LONG,13420,168.9,162.38
2383,equity_2383,JHW,JPN,JPY,Financials,Diversified Financials,Consumer Finance,1.10431439,1637064,LONG,615,13007.92,13202.91
2384,equity_2384,QHG,USA,CAD,Financials,Real Estate,Office REITs,0.706857526,12204345,LONG,2942,172.86,168.83
2385,equity_2385,NES,FRA,EUR,Consumer Discretionary,Consumer Durables & Apparel,Photographic Products,2.066301862,116903,SHORT,-3939,99.81,103.38
2386,equity_2386,UKV,CHE,CHF,Health Care,Health Care Equipment & Services,Managed Health Care,2.163158805,5338,LONG,1734,160.57,166.1
2387,equity_2387,KKB,GBR,USD,Consumer Discretionary,Hotels Restaurants & Leisure,Hotels Resorts & Cruise Lines,0.826322398,51384,SHORT,-39450,13.03,13.56
2388,equity_2388,CKZ,HKG,CNY,Consumer Discretionary,Hotels Restaurants & Leisure,Restaurants,1.54782296,3140,LONG,8348,1229.37,1209.49
2389,equity_2389,DPT,CAN,CAD,Consumer Discretionary,Retailing,Specialty Stores,1.887543605,16432,LONG,3364,147.67,144.07
2390,equity_2390,TQU,ITA,EUR,Information Technology,Technology Hardware & Equipment,Electronic Manufacturing Services,1.159418223,9697806,LONG,1098,106.32,99.51
2391,equity_2391,PDT,USA,USD,Industrials,Capital Goods,Electrical Components & Equipment,0.51916023,382829019,SHORT,-44953,17.21,17.14
2392,equity_2392,XBR,CHE,CHF,Financials,Insurance,Property & Casualty Insurance,1.303195093,464551179,LONG,53530,50.5,51.07
2393,equity_2393,WFQ,CHE,CHF,Energy,Energy,Oil & Gas Equipment & Services,1.632213371,46041275,SHORT,-234220,8.18,8.89
2394,equity_2394,SQF,RUS,USD,Materials,Materials,Precious Metals & Minerals,1.31422449,1481,SHORT,-445,155.72,148.24
2395,equity_2395,NSO,GBR,GBP,Industrials,Capital Goods,Construction & Engineering,0.9337249,26630340,SHORT,-60208,12.67,12.57
2396,equity_2396,XVD,BRA,BRL,Financials,Real Estate,Office REITs,0.988269248,687596,SHORT,-4843,422.27,407.56
2397,equity_2397,ONM,JPN,JPY,Telecommunication Services,Telecommunication Services,Alternative Carriers,0.906265183,16542101,SHORT,-1720,7756.41,7326.42
2398,equity_2398,VLV,DEU,USD,Financials,Diversified Financials,Investment Banking & Brokerage,1.126568081,4232246,LONG,27509,62.03,62.34
2399,equity_2399,JLQ,BEL,EUR,Information Technology,Technology Hardware & Equipment,Electronic Equipment Manufacturers,1.075326389,994,LONG,2623,90.82,92.4
2400,equity_2400,VBW,RUS,USD,Consumer Staples,Food & Staples Retailing,Drug Retail,0.867879465,1378,SHORT,-3762,122.88,113.77
2401,equity_2401,BKD,NLD,EUR,Information Technology,Technology Hardware & Equipment,Computer Hardware,1.349969992,400,LONG,836,147.33,151.83
2402,equity_2402,HGL,ESP,EUR,Consumer Discretionary,Hotels Restaurants & Leisure,Casinos & Gaming,0.808912879,54847,LONG,59796,16.73,16.42
2403,equity_2403,HZX,GRC,EUR,Consumer Discretionary,Hotels Restaurants & Leisure,Leisure Facilities,0.804286261,493289,LONG,4327,179.94,173.08
2404,equity_2404,ORL,GRC,EUR,Consumer Discretionary,Consumer Durables & Apparel,Consumer Electronics,0.439465806,2982,LONG,477,126.03,126.64
2405,equity_2405,HOD,FIN,EUR,Consumer Staples,Food Beverage & Tobacco,Tobacco,1.100472991,6091,SHORT,-496,59.05,58.25
2406,equity_2406,UEU,BRA,BRL,Industrials,Capital Goods,Industrial Conglomerates,1.618920209,3587308,SHORT,-1322,48.01,45.91
2407,equity_2407,HTJ,HKG,HKD,Materials,Materials,Paper Packaging,0.756262418,47211,SHORT,-13413,284.82,271.84
2408,equity_2408,BMM,CHE,CHF,Industrials,Capital Goods,Agricultural & Farm Machinery,0.554869235,5013276,SHORT,-7657,126.33,134.15
2409,equity_2409,SNM,DEU,EUR,Financials,Diversified Financials,Specialized Finance,2.015764587,3580,SHORT,-1336,154.97,147.67
2410,equity_2410,UFV,FRA,EUR,Financials,Real Estate,Real Estate Services,1.976896893,452237,LONG,260,177.77,177.01
2411,equity_2411,THQ,AUS,AUD,Materials,Materials,Commodity Chemicals,0.980965526,21896,LONG,7899,60.92,65.08
2412,equity_2412,FWD,GRC,EUR,Consumer Discretionary,Hotels Restaurants & Leisure,Education Services,1.035865073,156988,LONG,5714,91.11,94.27
2413,equity_2413,FTP,ITA,EUR,Industrials,Commercial Services & Supplies,Human Resource & Employment Services,1.204997174,4567,SHORT,-1156,75.21,71.65
2414,equity_2414,VWW,BEL,EUR,Financials,Diversified Financials,Diversified Capital Markets,1.382200617,1412631,SHORT,-9372,95.81,93.92
2415,equity_2415,YTU,DEU,EUR,Consumer Discretionary,Media,Movies & Entertainment,0.431125489,2976,SHORT,-1340,152.52,142.37
2416,equity_2416,CCV,HKG,HKD,Materials,Materials,Forest Products,0.96846159,1449907,SHORT,-7066,494.44,454.96
2417,equity_2417,QGQ,USA,USD,Financials,Diversified Financials,Multi-Sector Holdings,0.757440957,5473,LONG,13762,71.38,73.44
2418,equity_2418,AIJ,DEU,EUR,Consumer Staples,Food Beverage & Tobacco,Meat Poultry & Fish,0.812831445,103600,SHORT,-48403,79.08,80.88
2419,equity_2419,BCU,CHE,CHF,Consumer Discretionary,Retailing,Department Stores,0.53413361,62217,SHORT,-1853,138.28,123.7
2420,equity_2420,KGH,RUS,USD,Financials,Banks,Regional Banks,1.588904902,12315,SHORT,-4553,160.97,154.65
2421,equity_2421,NJT,ITA,EUR,Consumer Discretionary,Hotels Restaurants & Leisure,Casinos & Gaming,0.972896949,15085,SHORT,-20531,10.23,9.82
2422,equity_2422,ACN,GRC,EUR,Industrials,Capital Goods,Construction & Engineering,1.164063005,8283,SHORT,-23720,44.01,41.28
2423,equity_2423,CGG,HKG,HKD,Consumer Discretionary,Retailing,General Merchandise Stores,1.276992742,1940907,LONG,27570,434.56,457.33
2424,equity_2424,OQY,CAN,CAD,Industrials,Commercial Services & Supplies,Environmental Services,0.636382691,1863797,SHORT,-1117,139.1,147.11
2425,equity_2425,YIR,FRA,EUR,Energy,Energy,Coal & Consumable Fuels,1.085660267,35208,SHORT,-13685,78.84,78.24
2426,equity_2426,IQD,AUS,AUD,Information Technology,Technology Hardware & Equipment,Communications Equipment,1.533683873,834116,SHORT,-84,228.45,226.47
2427,equity_2427,GDP,BRA,BRL,Materials,Materials,Paper Packaging,1.776614555,163957,LONG,56658,30.9,29.48
2428,equity_2428,SDU,USA,USD,Financials,Diversified Financials,Diversified Capital Markets,0.600246764,20960453,SHORT,-56657,43.64,42.51
2429,equity_2429,YGM,GBR,USD,Industrials,Commercial Services & Supplies,Environmental Services,0.732717029,2954261,SHORT,-8581,42.76,40.82
2430,equity_2430,JAJ,AUS,AUD,Consumer Discretionary,Media,Broadcasting & Cable TV,2.193824444,29611,LONG,4861,212.78,218.8
2431,equity_2431,SCE,BRA,BRL,Industrials,Commercial Services & Supplies,Diversified Support Services,1.205803719,2688030,SHORT,-18456,54.82,50.5
2432,equity_2432,HVT,NLD,EUR,Industrials,Capital Goods,Industrial Conglomerates,0.866394673,18348239,SHORT,-7814,157.64,143.04
2433,equity_2433,JEQ,CHE,CHF,Consumer Discretionary,Hotels Restaurants & Leisure,Hotels Resorts & Cruise Lines,2.138148059,57767773,LONG,49418,10.24,9.92
2434,equity_2434,FGS,ITA,EUR,Financials,Diversified Financials,Other Diversified Financial Services,0.979360248,93515007,SHORT,-10927,121.6,121.05
2435,equity_2435,ZTL,CHN,CNY,Financials,Diversified Financials,Investment Banking & Brokerage,0.893704148,10291,LONG,24927,151.3,161.09
2436,equity_2436,IYK,DEU,EUR,Industrials,Capital Goods,Trading Companies & Distributors,1.109071868,5348,LONG,7680,153.78,161.63
2437,equity_2437,ISY,RUS,USD,Consumer Discretionary,Retailing,Internet Retail,2.157630193,297,SHORT,-188,194.06,192.1
2438,equity_2438,GEG,BRA,BRL,Consumer Discretionary,Automobiles & Components,Auto Parts & Equipment,0.709116598,848466,LONG,11478,213.29,219.75
2439,equity_2439,NKS,BEL,EUR,Industrials,Capital Goods,Heavy Electrical Equipment,0.742235766,486232,SHORT,-16252,121.9,118.63
2440,equity_2440,AJQ,CHN,CNY,Energy,Energy,Oil & Gas Storage & Transportation,1.277441022,384491,LONG,73574,236.26,237.97
2441,equity_2441,SUS,CHE,CHF,Health Care,Health Care Equipment & Services,Health Care Services,1.383407271,260357,SHORT,-4448,26.86,25.56
2442,equity_2442,FHP,ESP,EUR,Information Technology,Technology Hardware & Equipment,Semiconductors,2.688565704,27877,SHORT,-1245,135.01,135.78
2443,equity_2443,UCS,BEL,EUR,Financials,Real Estate,Diversified REITs,0.986921982,3187323,LONG,1816,127.54,124.34
2444,equity_2444,DND,CHE,CHF,Financials,Diversified Financials,Asset Management & Custody Banks,0.978229513,2270,SHORT,-2117,132.71,124.48
2445,equity_2445,QCA,HKG,CNY,Materials,Materials,Steel,0.899127773,7770,SHORT,-955,664.12,652.67
2446,equity_2446,DRP,DEU,EUR,Financials,Diversified Financials,Investment Banking & Brokerage,1.89799231,145543,SHORT,-3332,163.57,165.6
2447,equity_2447,XZZ,HKG,HKD,Consumer Discretionary,Retailing,Homefurnishing Retail,1.105475836,95148,SHORT,-3941,1019.16,981.85
2448,equity_2448,KRJ,BRA,BRL,Industrials,Commercial Services & Supplies,Data Processing Services,1.743057694,230795,LONG,473,241.78,242.45
2449,equity_2449,KMS,USA,USD,Information Technology,Semiconductors & Semiconductor Equipment,Semiconductor Equipment,0.910947849,58308,LONG,998,153.5,144.42
2450,equity_2450,UGP,GBR,USD,Information Technology,Technology Hardware & Equipment,Computer Storage & Peripherals,1.611089068,6412491,LONG,734,103.11,107.69
2451,equity_2451,RCF,CHN,CNY,Materials,Materials,Paper Products,0.629852066,13576,SHORT,-3975,549.24,540.63
2452,equity_2452,LCO,CHE,CHF,Health Care,Pharmaceuticals & Biotechnology,Life Sciences Tools & Services,4.068491749,138539,SHORT,-148785,40.91,41.83
2453,equity_2453,ERW,USA,USD,Financials,Diversified Financials,Other Diversified Financial Services,3.134668141,122741,LONG,11026,184,191.58
2454,equity_2454,LGU,CHE,CHF,Financials,Banks,Regional Banks,2.885943464,234985,LONG,64948,51.66,52.23
2455,equity_2455,AVM,HKG,CNY,Industrials,Commercial Services & Supplies,Environmental Services,1.829400558,251853,LONG,1861,1007.09,1070.3
2456,equity_2456,JCP,HKG,HKD,Consumer Discretionary,Consumer Durables & Apparel,Household Appliances,0.652523207,1172681,LONG,6394,1179.55,1136.8
2457,equity_2457,PJT,GBR,GBP,Materials,Materials,Paper Products,0.527496302,697958,LONG,637,113,124.59
2458,equity_2458,ZZV,USA,CAD,Financials,Diversified Financials,Diversified Capital Markets,0.630297006,29440,LONG,7253,200.53,203.68
2459,equity_2459,VIF,JPN,JPY,Consumer Staples,Food Beverage & Tobacco,Brewers,0.535921315,155737453,SHORT,-18441,5128.39,5195.08
2460,equity_2460,WXO,AUS,AUD,Consumer Discretionary,Consumer Durables & Apparel,Home Furnishings,0.583803732,1739945,LONG,25499,100.02,98.3
2461,equity_2461,HRK,CAN,CAD,Utilities,Utilities,Electric Utilities,1.099554787,114107,LONG,15260,125.59,121.94
2462,equity_2462,KTJ,ITA,EUR,Consumer Staples,Household & Personal Products,Personal Products,1.250199993,230614470,LONG,23922,145.94,144.5
2463,equity_2463,CFO,FIN,EUR,Consumer Discretionary,Hotels Restaurants & Leisure,Leisure Facilities,0.883077381,280900265,SHORT,-38844,17.17,19.59
2464,equity_2464,FKI,ESP,EUR,Industrials,Transportation,Airport Services,2.031631902,1863,LONG,706,144.89,146.38
2465,equity_2465,FCU,CHN,CNY,Energy,Energy,Coal & Consumable Fuels,3.153651296,5833922,SHORT,-8602,911.86,900.87
2466,equity_2466,ZJD,JPN,JPY,Consumer Staples,Food Beverage & Tobacco,Agricultural Products,1.051135475,30406910,LONG,22943,10886.06,11461.92
2467,equity_2467,RPJ,USA,USD,Industrials,Capital Goods,Industrial Conglomerates,0.561895031,24205375,LONG,25263,99.63,102.14
2468,equity_2468,EGI,BRA,BRL,Consumer Discretionary,Consumer Durables & Apparel,Footwear,0.767520874,180,LONG,536,239.32,256.13
2469,equity_2469,YSN,CHE,CHF,Industrials,Commercial Services & Supplies,Environmental Services,0.933833895,333180,LONG,5863,82.86,78.9
2470,equity_2470,XOS,JPN,JPY,Financials,Insurance,Reinsurance,0.897056294,546,SHORT,-889,19096.94,18870.78
2471,equity_2471,CAC,GBR,USD,Consumer Discretionary,Consumer Durables & Apparel,Household Appliances,0.541823572,1342,SHORT,-2838,200.09,199.53
2472,equity_2472,BXH,HKG,HKD,Consumer Discretionary,Hotels Restaurants & Leisure,Restaurants,0.699158643,11865,SHORT,-13586,327.05,345.87
2473,equity_2473,YLQ,HKG,CNY,Industrials,Transportation,Highways & Railtracks,1.477614241,7445338,LONG,766,935.29,947.54
2474,equity_2474,QKB,GBR,USD,Utilities,Utilities,Electric Utilities,0.539106784,18008,SHORT,-24987,64.24,63.82
2475,equity_2475,AAN,AUS,AUD,Consumer Discretionary,Consumer Durables & Apparel,Home Furnishings,1.356791078,278626,LONG,28316,40.04,40.6
2476,equity_2476,COP,ITA,EUR,Consumer Discretionary,Retailing,Computer & Electronics Retail,2.145375092,224293314,SHORT,-23486,42.68,43.75
2477,equity_2477,ANQ,ITA,EUR,Information Technology,Technology Hardware & Equipment,Networking Equipment,0.620566065,152833,SHORT,-22001,13.01,12.36
2478,equity_2478,LYG,CHE,CHF,Consumer Discretionary,Hotels Restaurants & Leisure,Casinos & Gaming,0.962573596,697341,SHORT,-19996,73,76.94
2479,equity_2479,VPH,AUS,AUD,Information Technology,Software & Services,Systems Software,1.468833829,25876,SHORT,-6781,238.4,233.25
2480,equity_2480,GLW,DEU,USD,Consumer Staples,Food & Staples Retailing,Food Distributors,1.004880506,14705,SHORT,-744,36.08,38.93
2481,equity_2481,YHV,HKG,CNY,Industrials,Transportation,Airport Services,1.833368183,215878046,LONG,24867,284.03,304.1
2482,equity_2482,PUW,ESP,EUR,Consumer Discretionary,Media,Advertising,1.546500627,30582,SHORT,-4591,98.76,98.45
2483,equity_2483,ZXJ,AUS,AUD,Health Care,Health Care Equipment & Services,Health Care Facilities,0.804141838,20900,LONG,14603,19.56,17.66
2484,equity_2484,RIA,HKG,CNY,Industrials,Capital Goods,Heavy Electrical Equipment,2.068841888,2393527,SHORT,-14176,951.13,977.07
2485,equity_2485,FGM,CHN,CNY,Information Technology,Technology Hardware & Equipment,Computer Storage & Peripherals,1.22647597,405671,SHORT,-8869,238.83,249.49
2486,equity_2486,QGY,DEU,USD,Consumer Discretionary,Consumer Durables & Apparel,Photographic Products,0.907555866,2581,SHORT,-5511,59.91,58.39
2487,equity_2487,TFK,GBR,GBP,Health Care,Health Care Equipment & Services,Managed Health Care,0.60725341,3894,LONG,2207,45.78,48.31
2488,equity_2488,RJD,AUS,AUD,Financials,Diversified Financials,Diversified Capital Markets,0.960718116,67693081,SHORT,-7302,160.64,161.43
2489,equity_2489,AXR,CHN,CNY,Consumer Discretionary,Retailing,Automotive Retail,0.612440435,49741085,SHORT,-32117,440.1,387.82
2490,equity_2490,IJR,NLD,EUR,Industrials,Commercial Services & Supplies,Research & Consulting Service,1.243106275,64387,LONG,6667,40.53,40.57
2491,equity_2491,HYE,BRA,BRL,Information Technology,Technology Hardware & Equipment,Electronic Components,1.643667882,77960,SHORT,-1382,310.22,301.52
2492,equity_2492,MLA,BEL,EUR,Consumer Staples,Food Beverage & Tobacco,Agricultural Products,0.735422493,3342841,LONG,44104,107.76,98.18
2493,equity_2493,KYM,USA,CAD,Consumer Discretionary,Automobiles & Components,Auto Parts & Equipment,0.883797266,46035,LONG,8031,89.79,88.34
2494,equity_2494,EGA,RUS,USD,Industrials,Transportation,Airport Services,0.509681045,19248,SHORT,-543,90.51,97.79
2495,equity_2495,AAQ,GBR,GBP,Industrials,Transportation,Airport Services,1.196817659,23790,LONG,40011,10.59,11.38
2496,equity_2496,UVJ,GBR,GBP,Information Technology,Technology Hardware & Equipment,Networking Equipment,0.817469494,140,LONG,368,67.36,67.41
2497,equity_2497,UJC,USA,CAD,Financials,Banks,Regional Banks,1.176263451,309393,SHORT,-28949,101.22,108.79
2498,equity_2498,MWU,ESP,EUR,Consumer Discretionary,Hotels Restaurants & Leisure,Leisure Facilities,0.983534191,8762,SHORT,-21598,52.33,51.46
2499,equity_2499,FEN,CHN,CNY,Industrials,Capital Goods,Heavy Electrical Equipment,1.203412987,10941444,SHORT,-1264,49.38,48.08
2500,equity_2500,HOX,USA,CAD,Financials,Real Estate,Office REITs,1.132820871,43884,LONG,40828,44.45,49.01
2501,equity_2501,FEG,DEU,USD,Consumer Discretionary,Media,Cable & Satellite,0.612818933,14456,LONG,15281,42.29,41.02
2502,equity_2502,CFF,ESP,EUR,Industrials,Capital Goods,Industrial Machinery,3.959453252,97703705,LONG,11183,66.63,72.11
2503,equity_2503,KPU,USA,CAD,Information Technology,Technology Hardware & Equipment,Semiconductors,2.947047399,1032,LONG,237,159.6,151.13
2504,equity_2504,RTM,DEU,USD,Energy,Energy,Oil & Gas Refining Marketing & Transportation,0.736722376,191649,LONG,42720,68.73,71.48
2505,equity_2505,IYQ,GBR,USD,Utilities,Utilities,Independent Power Producers & Energy Traders,2.263686998,26,SHORT,-24,184.03,179.55
2506,equity_2506,OHD,FIN,EUR,Consumer Discretionary,Media,Cable & Satellite,0.500748192,207012,LONG,25731,59.44,60.03
2507,equity_2507,QKY,FRA,EUR,Consumer Staples,Food Beverage & Tobacco,Distillers & Vintners,0.675768767,55448,SHORT,-26608,102.28,105.65
2508,equity_2508,UOH,AUS,AUD,Utilities,Utilities,Water Utilities,1.070365883,66084,SHORT,-3323,90.12,87.81
2509,equity_2509,VHS,RUS,USD,Consumer Staples,Food Beverage & Tobacco,Distillers & Vintners,1.178348231,923397430,LONG,96385,11.99,12.66
2510,equity_2510,KKU,DEU,EUR,Materials,Materials,Industrial Gases,0.88364769,16051,SHORT,-3006,15.55,15.85
2511,equity_2511,RBN,CHN,CNY,Energy,Energy,Oil & Gas Refining Marketing & Transportation,2.992446285,349111,LONG,34475,546.1,574.14
2512,equity_2512,LDM,HKG,CNY,Industrials,Commercial Services & Supplies,Security & Alarm Services,0.838779015,653,LONG,527,1154.23,1183.33
2513,equity_2513,LKG,BRA,BRL,Financials,Real Estate,Real Estate Investment Trusts,1.907848362,241814,SHORT,-15185,60.11,60.67
2514,equity_2514,ZPO,JPN,JPY,Consumer Staples,Food & Staples Retailing,Food Distributors,1.015430977,761,SHORT,-1844,17192.79,15344.87
2515,equity_2515,EBI,HKG,HKD,Industrials,Capital Goods,Aerospace & Defense,1.225687028,50071,LONG,14922,404.47,394.95
2516,equity_2516,TGC,CHE,CHF,Utilities,Utilities,Water Utilities,0.511004588,286,LONG,699,54.76,58.21
2517,equity_2517,XGC,DEU,USD,Consumer Discretionary,Retailing,Catalog Retail,1.092410516,2288939,LONG,275086,14.02,14.64
2518,equity_2518,JWK,USA,CAD,Consumer Discretionary,Retailing,Automotive Retail,1.428128976,3481145,LONG,31011,237.71,208.63
2519,equity_2519,QMO,FIN,EUR,Financials,Banks,Regional Banks,1.460428489,5433112,LONG,44641,153.16,160.48
2520,equity_2520,UIM,HKG,HKD,Financials,Diversified Financials,Multi-Sector Holdings,0.745849319,82581,LONG,13400,893.09,832.6
2521,equity_2521,IDB,HKG,HKD,Materials,Materials,Gold,1.953599765,4856042,LONG,2939,266.79,262.51
2522,equity_2522,CUF,RUS,USD,Financials,Insurance,Property & Casualty Insurance,1.592975111,193429,LONG,33142,9.75,10.4
2523,equity_2523,FXJ,BEL,EUR,Telecommunication Services,Telecommunication Services,Wireless Telecommunication Services,0.967236743,52275,LONG,28154,29.2,32.97
2524,equity_2524,DLK,JPN,JPY,Consumer Staples,Food Beverage & Tobacco,Soft Drinks,1.288579645,441165,SHORT,-43114,7544.7,7045.53
2525,equity_2525,BBP,BEL,EUR,Financials,Banks,Regional Banks,1.168521265,365287,SHORT,-11677,139.2,140.84
2526,equity_2526,KLH,ITA,EUR,Consumer Discretionary,Automobiles & Components,Motorcycle Manufacturers,3.478095125,4693,SHORT,-3915,126.72,130.49
2527,equity_2527,RWL,RUS,USD,Information Technology,Technology Hardware & Equipment,Semiconductor Equipment,1.253371922,9447992,LONG,5167,26.23,26.86
2528,equity_2528,UKG,CHN,CNY,Consumer Staples,Food & Staples Retailing,Hypermarkets and Super Centers,0.875854477,5153,LONG,3287,119.25,127.87
2529,equity_2529,VXR,GBR,GBP,Industrials,Transportation,Marine,1.582581965,5578,LONG,2906,104.34,112.11
2530,equity_2530,PRC,DEU,USD,Consumer Discretionary,Hotels Restaurants & Leisure,Hotels Resorts & Cruise Lines,0.685203765,56290,SHORT,-44797,8.43,8.07
2531,equity_2531,APL,NLD,EUR,Industrials,Commercial Services & Supplies,Environmental Services,1.163058165,11372928,SHORT,-1165,120.85,127.05
2532,equity_2532,FSK,FIN,EUR,Industrials,Commercial Services & Supplies,Office Services & Supplies,2.568646378,107068,SHORT,-3717,164.82,158.34
2533,equity_2533,OAW,FIN,EUR,Utilities,Utilities,Multi-Utilities and Unregulated Power,1.432415382,13914,LONG,12533,160.61,148.11
2534,equity_2534,ZTT,CAN,CAD,Materials,Materials,Fertilizers & Agricultural Chemicals,2.411517448,45842427,SHORT,-15439,49.35,49.96
2535,equity_2535,VIE,HKG,CNY,Consumer Staples,Food Beverage & Tobacco,Distillers & Vintners,1.057294906,7916403,LONG,108993,175.49,184.56
2536,equity_2536,IUC,USA,USD,Financials,Diversified Financials,Consumer Finance,1.045489336,3917,SHORT,-6953,134.01,119.84
2537,equity_2537,RWU,HKG,CNY,Health Care,Pharmaceuticals & Biotechnology,Life Sciences Tools & Services,1.529596312,1134240,SHORT,-218494,136,141.78
2538,equity_2538,VLI,DEU,USD,Information Technology,Semiconductors & Semiconductor Equipment,Semiconductor Equipment,0.984333901,198,SHORT,-99,162.21,161.03
2539,equity_2539,UEB,CHE,CHF,Telecommunication Services,Telecommunication Services,Alternative Carriers,0.913384322,62166828,LONG,6926,124.21,125.09
2540,equity_2540,DFY,GRC,EUR,Financials,Real Estate,Real Estate Management & Development,0.569410973,32920,SHORT,-25137,95.47,85.08
2541,equity_2541,JDD,RUS,USD,Consumer Discretionary,Retailing,Specialty Stores,1.987506643,30560,LONG,47357,69.86,63.82
2542,equity_2542,VKR,USA,CAD,Financials,Banks,Regional Banks,0.705390324,4365710,SHORT,-21854,124.09,136.79
2543,equity_2543,DIY,JPN,JPY,Health Care,Pharmaceuticals & Biotechnology,Biotechnology,0.708574783,57176,LONG,10851,12947.69,13001.5
2544,equity_2544,ZKZ,GRC,EUR,Consumer Discretionary,Media,Broadcasting & Cable TV,0.702499713,1299246,SHORT,-18261,74.08,77.43
2545,equity_2545,BLB,GBR,GBP,Financials,Insurance,Reinsurance,1.209093535,1035644529,LONG,112174,19.02,19.43
2546,equity_2546,HUT,NLD,EUR,Consumer Discretionary,Automobiles & Components,Automobile Manufacturers,1.363250955,102340844,LONG,69261,6.55,6.89
2547,equity_2547,HSU,FRA,EUR,Materials,Materials,Gold,0.742111436,157794,SHORT,-1030,133.38,130.25
2548,equity_2548,UKJ,NLD,EUR,Industrials,Transportation,Airport Services,0.61906219,5452266,SHORT,-6657,150.13,147.83
2549,equity_2549,YWS,USA,CAD,Consumer Discretionary,Media,Movies & Entertainment,0.623827175,17671,LONG,1457,41.36,44.01
2550,equity_2550,IHX,CHE,CHF,Industrials,Capital Goods,Trading Companies & Distributors,1.249986218,712149,SHORT,-15867,104.87,100.68
2551,equity_2551,SIU,BEL,EUR,Industrials,Commercial Services & Supplies,Office Services & Supplies,1.186110119,70078,LONG,1819,64.24,65.58
